case_name,year,link,classification,sme_or_ml_classified
London Tara Hotel Ltd v Kensington Close Hotel Ltd [2011] EWHC 29 (Ch) (14 January 2011),2011,https://www.bailii.org/ew/cases/EWHC/Ch/2011/29.html,0,expert
James v The Royal Society for the Prevention of Cruelty To Animals (RSPCA) (Rev 1) [2011] EWHC 1642 (Admin) (19 May 2011),2011,https://www.bailii.org/ew/cases/EWHC/Admin/2011/1642.html,1,ml
Lim v Royal Wolverhampton Hospitals NHS Trust [2011] EWHC 2178 (QB) (10 August 2011),2011,https://www.bailii.org/ew/cases/EWHC/QB/2011/2178.html,0,ml
Drake & Anor v Fripp [2011] EWCA Civ 1279 (03 November 2011),2011,https://www.bailii.org/ew/cases/EWCA/Civ/2011/1279.html,0,expert
Devereux v Hayward & Anor [2011] EWHC 2780 (QB) (28 October 2011),2011,https://www.bailii.org/ew/cases/EWHC/QB/2011/2780.html,0,ml
The Law Society & Ors v Kordowski [2011] EWHC 3185 (QB) (07 December 2011),2011,https://www.bailii.org/ew/cases/EWHC/QB/2011/3185.html,0,ml
Standard Chartered Bank v Ceylon Petroleum Corporation [2011] EWHC 2094 (Comm) (01 August 2011),2011,https://www.bailii.org/ew/cases/EWHC/Comm/2011/2094.html,0,ml
ITV Broadcasting Ltd & Ors v TV Catchup Ltd [2011] EWHC 1874 (Pat) (18 July 2011),2011,https://www.bailii.org/ew/cases/EWHC/Patents/2011/1874.html,0,ml
R G Grain Trade Llp (UK) v Feed Factors International Ltd [2011] EWHC 1889 (Comm) (20 July 2011),2011,https://www.bailii.org/ew/cases/EWHC/Comm/2011/1889.html,0,ml
Gedeon Richter Plc v Bayer Schering Pharma AG [2011] EWHC 583 (Pat) (17 March 2011),2011,https://www.bailii.org/ew/cases/EWHC/Patents/2011/583.html,0,ml
Maioriello & Ors v Ashdale Land and Property Company Ltd [2011] EWCA Civ 1618 (21 December 2011),2011,https://www.bailii.org/ew/cases/EWCA/Civ/2011/1618.html,0,expert
Tate and Lyle Sugars Ltd v Secretary of State for Energy and Climate Change & Anor [2011] EWCA Civ 664 (03 June 2011),2011,https://www.bailii.org/ew/cases/EWCA/Civ/2011/664.html,0,expert
"K and AC Jackson & Son, R (on the application of) v Department for the Environment, Food and Rural Affairs [2011] EWHC 956 (Admin) (14 April 2011)",2011,https://www.bailii.org/ew/cases/EWHC/Admin/2011/956.html,0,ml
Woodland v The Swimming Teachers' Association & Ors [2011] EWHC 2631 (QB) (17 October 2011),2011,https://www.bailii.org/ew/cases/EWHC/QB/2011/2631.html,0,ml
Ardley Against Incineration v Secretary of State for Communities and Local Government [2011] EWHC 2230 (Admin) (08 July 2011),2011,https://www.bailii.org/ew/cases/EWHC/Admin/2011/2230.html,0,ml
"Gujra, R (on the application of) v Crown Prosecution Service [2011] EWHC 472 (Admin) (09 March 2011)",2011,https://www.bailii.org/ew/cases/EWHC/Admin/2011/472.html,0,ml
Bowker & Anor (t/a Lagopus Services) v The Royal Society for the Protection of Birds [2011] EWHC 737 (QB) (25 March 2011),2011,https://www.bailii.org/ew/cases/EWHC/QB/2011/737.html,1,ml
Noble v Owens [2011] EWHC 534 (QB) (16 March 2011),2011,https://www.bailii.org/ew/cases/EWHC/QB/2011/534.html,0,ml
Human Genome Sciences Inc v Eli Lilly and Company [2011] UKSC 51 (2 November 2011),2011,https://www.bailii.org/uk/cases/UKSC/2011/51.html,0,ml
Belmont Park Investments PTY Ltd v BNY Corporate Trustee Services Ltd & Anor [2011] UKSC 38 (27 July 2011),2011,https://www.bailii.org/uk/cases/UKSC/2011/38.html,0,ml
Motto & Ors v Trafigura Ltd & Anor [2011] EWHC 90201 (Costs) (15 February 2011),2011,https://www.bailii.org/ew/cases/EWHC/Costs/2011/90201.html,0,ml
Fiona Trust & Holding Corporation & Ors v Privalov & Ors [2011] EWHC 1312 (Comm) (25 May 2011),2011,https://www.bailii.org/ew/cases/EWHC/Comm/2011/1312.html,0,expert
Wilmar Oleo Pte Ltd v Vinmar Chemicals and Polymers BV (Rev 1) [2011] EWHC 2067 (Comm) (29 July 2011),2011,https://www.bailii.org/ew/cases/EWHC/Comm/2011/2067.html,0,expert
Omnipharm Ltd v Merial [2011] EWHC 3393 (Pat) (21 December 2011),2011,https://www.bailii.org/ew/cases/EWHC/Patents/2011/3393.html,0,ml
Motto & Ors v Trafigura Ltd & Anor [2011] EWHC 90206 (Costs) (29 June 2011),2011,https://www.bailii.org/ew/cases/EWHC/Costs/2011/90206.html,0,ml
Global Process Systems Inc & Anor v Berhad [2011] UKSC 5 (1 February 2011),2011,https://www.bailii.org/uk/cases/UKSC/2011/5.html,0,ml
Morge v Hampshire County Council [2011] UKSC 2 (19 January 2011),2011,https://www.bailii.org/uk/cases/UKSC/2011/2.html,1,ml
Mugweni v NHS London [2011] EWHC 334 (QB) (23 February 2011),2011,https://www.bailii.org/ew/cases/EWHC/QB/2011/334.html,0,ml
A County Council v M and F [2011] EWHC 1804 (Fam) (13 July 2011),2011,https://www.bailii.org/ew/cases/EWHC/Fam/2011/1804.html,0,ml
Re L (Psychologist - duty to the court) [2011] EWHC B29 (Fam) (20 December 2011),2011,https://www.bailii.org/ew/cases/EWHC/Fam/2011/B29.html,0,ml
Holmes v Royal College of Veterinary Surgeons [2011] UKPC 48 (20 December 2011),2011,https://www.bailii.org/uk/cases/UKPC/2011/48.html,0,ml
"Bloomsbury International Ltd v Sea Fish Industry Authority and Department for Environment, Food and Rural Affairs [2011] UKSC 25 (15 June 2011)",2011,https://www.bailii.org/uk/cases/UKSC/2011/25.html,0,expert
"Stafford Borough Council, R (On the Application of) v McCluskey [2011] EWHC 936 (Admin) (20 January 2011)",2011,https://www.bailii.org/ew/cases/EWHC/Admin/2011/936.html,0,ml
Brent London Borough Council and others v Risk Management Partners Ltd [2011] UKSC 7 (9 February 2011),2011,https://www.bailii.org/uk/cases/UKSC/2011/7.html,0,ml
Western Power Distribution Investments Ltd v Cardiff County Council [2011] EWHC 300 (Admin) (23 February 2011),2011,https://www.bailii.org/ew/cases/EWHC/Admin/2011/300.html,1,ml
Hall v Harris & Ors [2012] EWCA Civ 671 (22 May 2012),2012,https://www.bailii.org/ew/cases/EWCA/Civ/2012/671.html,0,ml
Aspden v Elvy [2012] EWHC 1387 (Ch) (23 May 2012),2012,https://www.bailii.org/ew/cases/EWHC/Ch/2012/1387.html,0,ml
Phillips v The Royal Society for the Protection of Birds & Ors [2012] EWHC 618 (Ch) (16 March 2012),2012,https://www.bailii.org/ew/cases/EWHC/Ch/2012/618.html,0,ml
El-Tawil v The Comptroller General of Patents [2012] EWHC 185 (Ch) (10 February 2012),2012,https://www.bailii.org/ew/cases/EWHC/Ch/2012/185.html,0,ml
Novartis Pharmaceuticals UK Ltd v Medimmune Ltd & Anor [2012] EWHC 181 (Pat) (10 February 2012),2012,https://www.bailii.org/ew/cases/EWHC/Patents/2012/181.html,0,expert
"London Christian Radio & Anor, R (on the application of) v Radio Advertising Clearance Centre & Anor [2012] EWHC 1043 (Admin) (20 April 2012)",2012,https://www.bailii.org/ew/cases/EWHC/Admin/2012/1043.html,0,expert
Edwards (Formerly Steadman) v R [2012] EWCA Crim 5 (18 January 2012),2012,https://www.bailii.org/ew/cases/EWCA/Crim/2012/5.html,0,ml
Browning v Lewes Crown Court & Anor [2012] EWHC 1003 (Admin) (24 April 2012),2012,https://www.bailii.org/ew/cases/EWHC/Admin/2012/1003.html,1,expert
Dutta & Anor v Hayes [2012] EWHC 1727 (Ch) (31 May 2012),2012,https://www.bailii.org/ew/cases/EWHC/Ch/2012/1727.html,0,ml
Regeneron Pharmacueticals Inc v Genentech Inc [2012] EWHC 657 (Pat) (22 March 2012),2012,https://www.bailii.org/ew/cases/EWHC/Patents/2012/657.html,0,expert
Red Bull GmbH v Sun Mark Ltd & Anor [2012] EWHC 1929 (Ch) (17 July 2012),2012,https://www.bailii.org/ew/cases/EWHC/Ch/2012/1929.html,0,ml
"Eli Lilly & Company v Human Genome Sciences, Inc [2012] EWCA Civ 1185 (05 September 2012)",2012,https://www.bailii.org/ew/cases/EWCA/Civ/2012/1185.html,0,expert
Walby & Anor v Walby & Anor [2012] EWHC 3089 (Ch) (02 November 2012),2012,https://www.bailii.org/ew/cases/EWHC/Ch/2012/3089.html,0,ml
"Population Diagnostics Inc v The Comptroller General of Patents, Designs And Trade Marks [2012] EWHC 3541 (Ch) (13 December 2012)",2012,https://www.bailii.org/ew/cases/EWHC/Ch/2012/3541.html,0,ml
Lambert & Anor v R. (Rev 1) [2012] EWCA Crim 421 (08 March 2012),2012,https://www.bailii.org/ew/cases/EWCA/Crim/2012/421.html,0,ml
"N, R v (Rev 1) [2012] EWCA Crim 189 (20 February 2012)",2012,https://www.bailii.org/ew/cases/EWCA/Crim/2012/189.html,0,ml
Alleyne v The Commissioner of Police of the Metropolis [2012] EWHC 3955 (QB) (21 September 2012),2012,https://www.bailii.org/ew/cases/EWHC/QB/2012/3955.html,0,expert
JB v Director of Public Prosecutions [2012] EWHC 72 (Admin) (24 January 2012),2012,https://www.bailii.org/ew/cases/EWHC/Admin/2012/72.html,0,expert
Smith & Ors v South Eastern Power Networks Plc [2012] EWHC 2541 (TCC) (17 September 2012),2012,https://www.bailii.org/ew/cases/EWHC/TCC/2012/2541.html,0,expert
Medimmune Ltd v Novartis Pharmaceuticals UK Ltd & Ors [2012] EWCA Civ 1234 (10 October 2012),2012,https://www.bailii.org/ew/cases/EWCA/Civ/2012/1234.html,0,expert
Fortune & Ors v Wiltshire Council & Anor [2012] EWCA Civ 334 (20 March 2012),2012,https://www.bailii.org/ew/cases/EWCA/Civ/2012/334.html,0,expert
"CHS Inc Iberica Sl & Anor v Far East Marine SA (M/V ""Devon"") [2012] EWHC 3747 (Comm) (21 December 2012)",2012,https://www.bailii.org/ew/cases/EWHC/Comm/2012/3747.html,0,ml
IBM United Kingdom Pensions Trust Ltd v IBM United Kingdom Holdings Ltd & Ors [2012] EWHC 2766 (Ch) (12 October 2012),2012,https://www.bailii.org/ew/cases/EWHC/Ch/2012/2766.html,0,ml
Edwards & Walkden (Norfolk) Ltd & Ors v City of London [2012] EWHC 2527 (Ch) (12 September 2012),2012,https://www.bailii.org/ew/cases/EWHC/Ch/2012/2527.html,0,expert
"The Manchester Ship Canal Company Ltd & Anor, R (on the application of) v Environment Agency [2012] EWHC 1643 (QB) (20 June 2012)",2012,https://www.bailii.org/ew/cases/EWHC/QB/2012/1643.html,0,expert
Scott v Scott [2012] EWHC 2397 (Ch) (23 August 2012),2012,https://www.bailii.org/ew/cases/EWHC/Ch/2012/2397.html,0,expert
Berezovsky v Abramovich (Rev 1) [2012] EWHC 2463 (Comm) (31 August 2012),2012,https://www.bailii.org/ew/cases/EWHC/Comm/2012/2463.html,0,ml
Odyssey Entertainment Ltd v Kamp & Ors [2012] EWHC 2316 (Ch) (09 August 2012),2012,https://www.bailii.org/ew/cases/EWHC/Ch/2012/2316.html,0,expert
Brown v The State (Trinidad and Tobago) [2012] UKPC 2 (07 February 2012),2012,https://www.bailii.org/uk/cases/UKPC/2012/2.html,0,ml
"I, R & T, R. v [2012] EWCA Crim 1288 (21 June 2012)",2012,https://www.bailii.org/ew/cases/EWCA/Crim/2012/1288.html,0,expert
"Harlan Laboratories UK Ltd & Anor v Stop Huntingdon Animal Cruelty (""SHAC"") & Anor [2012] EWHC 3408 (QB) (07 December 2012)",2012,https://www.bailii.org/ew/cases/EWHC/QB/2012/3408.html,0,ml
London Borough of Islington v Al- Alas & Anor [2012] EWHC 865 (Fam) (19 April 2012),2012,https://www.bailii.org/ew/cases/EWHC/Fam/2012/865.html,0,ml
Mengi v Hermitage [2012] EWHC 3445 (QB) (30 November 2012),2012,https://www.bailii.org/ew/cases/EWHC/QB/2012/3445.html,0,ml
Raggett v The Society of Jesus Trust 1929 for Roman Catholic Purposes & Anor [2012] EWHC 3132 (QB) (09 November 2012),2012,https://www.bailii.org/ew/cases/EWHC/QB/2012/3132.html,0,ml
Ismail & Anor v News Group Newspapers Ltd [2012] EWHC 3056 (QB) (31 October 2012),2012,https://www.bailii.org/ew/cases/EWHC/QB/2012/3056.html,0,ml
Tower Hamlets v MK & Ors [2012] EWHC 426 (Fam) (02 March 2012),2012,https://www.bailii.org/ew/cases/EWHC/Fam/2012/426.html,0,ml
Metall Market OOO v Vitorio Shipping Company Ltd [2012] EWHC 844 (Comm) (04 April 2012),2012,https://www.bailii.org/ew/cases/EWHC/Comm/2012/844.html,0,ml
Jones & Ors v The Secretary of State for Energy And Climate Change & Anor [2012] EWHC 2936 (QB) (23 October 2012),2012,https://www.bailii.org/ew/cases/EWHC/QB/2012/2936.html,0,ml
Nokia Corporation v AU Optronics Corporation & Ors [2012] EWHC 731 (Ch) (23 March 2012),2012,https://www.bailii.org/ew/cases/EWHC/Ch/2012/731.html,0,expert
Swift v Secretary of State for Justice [2012] EWHC 2000 (QB) (18 July 2012),2012,https://www.bailii.org/ew/cases/EWHC/QB/2012/2000.html,0,ml
NSB Ltd v Worldpay Ltd [2012] EWHC 927 (Comm) (18 April 2012),2012,https://www.bailii.org/ew/cases/EWHC/Comm/2012/927.html,0,ml
Bento v The Chief Constable of Bedfordshire Police [2012] EWHC 1525 (QB) (01 June 2012),2012,https://www.bailii.org/ew/cases/EWHC/QB/2012/1525.html,0,ml
Cairns v Modi [2012] EWHC 756 (QB) (26 March 2012),2012,https://www.bailii.org/ew/cases/EWHC/QB/2012/B1.html,0,ml
Test Claimants in the Franked Investment Income Group Litigation v Inland Revenue [2012] UKSC 19 (23 May 2012),2012,https://www.bailii.org/uk/cases/UKSC/2012/19.html,0,ml
Cairns v Modi [2012] EWHC 756 (QB) (26 March 2012),2012,https://www.bailii.org/ew/cases/EWHC/QB/2012/756.html,0,ml
Moss & Son Ltd v Crown Prosecution Service (Rev 1) [2012] EWHC 3658 (Admin) (18 December 2012),2012,https://www.bailii.org/ew/cases/EWHC/Admin/2012/3658.html,1,expert
Hall v Harris & Ors [2012] EWCA Civ 840 (27 June 2012),2012,https://www.bailii.org/ew/cases/EWCA/Civ/2012/840.html,0,ml
PCE Investors Ltd. v Cancer Research UK [2012] EWHC 884 (Ch) (04 April 2012),2012,https://www.bailii.org/ew/cases/EWHC/Ch/2012/884.html,0,expert
Probert v Moore [2012] EWHC 2324 (QB) (09 August 2012),2012,https://www.bailii.org/ew/cases/EWHC/QB/2012/2324.html,0,ml
Fadairo v R [2012] EWCA Crim 1292 (20 June 2012),2012,https://www.bailii.org/ew/cases/EWCA/Crim/2012/1292.html,0,expert
Drew v Regional Court Kielce Poland [2012] EWHC 3073 (Admin) (02 November 2012),2012,https://www.bailii.org/ew/cases/EWHC/Admin/2012/3073.html,1,expert
"Irfan, R (on the application of) v Secretary of State for the Home Department [2012] EWCA Civ 1471 (14 November 2012)",2012,https://www.bailii.org/ew/cases/EWCA/Civ/2012/1471.html,0,ml
Lamont-Perkins v Royal Society for the Prevention of Cruelty to Animals [2012] EWHC 1002 (Admin) (24 April 2012),2012,https://www.bailii.org/ew/cases/EWHC/Admin/2012/1002.html,1,ml
Kind v Northumberland County Council [2012] EWHC 603 (Admin) (14 March 2012),2012,https://www.bailii.org/ew/cases/EWHC/Admin/2012/603.html,1,ml
"Kotegaonkar v Secretary of State for Environment, Food and Rural Affairs & Anor [2012] EWHC 1976 (Admin) (19 July 2012)",2012,https://www.bailii.org/ew/cases/EWHC/Admin/2012/1976.html,0,ml
Burridge v Breckland District Council [2012] EWHC 1102 (Admin) (26 April 2012),2012,https://www.bailii.org/ew/cases/EWHC/Admin/2012/1102.html,0,ml
"T, R (on the application of) v Greater Manchester Police & Anor [2012] EWHC 147 (Admin) (09 February 2012)",2012,https://www.bailii.org/ew/cases/EWHC/Admin/2012/147.html,0,ml
Burnett v Lynch [2012] EWCA Civ 347 (21 March 2012),2012,https://www.bailii.org/ew/cases/EWCA/Civ/2012/347.html,0,ml
Jeffries v Robb [2012] EWCA Civ 1149 (28 June 2012),2012,https://www.bailii.org/ew/cases/EWCA/Civ/2012/1149.html,0,ml
Giles v Tarry & Anor [2012] EWCA Civ 837 (21 June 2012),2012,https://www.bailii.org/ew/cases/EWCA/Civ/2012/837.html,0,ml
Actavis Group PTC EHF & Anor v Sanofi Pharma Bristol-Myers Squibb SNC [2012] EWHC 2545 (Pat) (20 September 2012),2012,https://www.bailii.org/ew/cases/EWHC/Patents/2012/2545.html,0,ml
Holmes & Anor v Evans & Anor [2012] EWCA Civ 941 (11 July 2012),2012,https://www.bailii.org/ew/cases/EWCA/Civ/2012/941.html,0,ml
"Badger Trust, R (on the application of) v SSEFRA [2012] EWCA Civ 1286 (11 September 2012)",2012,https://www.bailii.org/ew/cases/EWCA/Civ/2012/1286.html,1,ml
Turnbull v Warrener [2012] EWCA Civ 412 (03 April 2012),2012,https://www.bailii.org/ew/cases/EWCA/Civ/2012/412.html,0,ml
Stannard (t/a Wyvern Tyres) v Gore [2012] EWCA Civ 1248 (04 October 2012),2012,https://www.bailii.org/ew/cases/EWCA/Civ/2012/1248.html,0,ml
HM Revenue and Customs v FCE Bank Plc [2012] EWCA Civ 1290 (17 October 2012),2012,https://www.bailii.org/ew/cases/EWCA/Civ/2012/1290.html,0,ml
Davies & Ors v Secretary of State for Energy and Climate Change [2012] EWCA Civ 1380 (25 October 2012),2012,https://www.bailii.org/ew/cases/EWCA/Civ/2012/1380.html,0,ml
AZ v Secretary of State for Communities and Local Government & Anor [2012] EWHC 3660 (Admin) (20 December 2012),2012,https://www.bailii.org/ew/cases/EWHC/Admin/2012/3660.html,0,ml
Fish & Fish Ltd v Sea Shepherd UK & Anor [2012] EWHC 1717 (Admlty) (25 June 2012),2012,https://www.bailii.org/ew/cases/EWHC/Admlty/2012/1717.html,0,ml
MWH Associates Ltd v Wrexham County Borough Council (Rev 1) [2012] EWCA Civ 1884 (28 November 2012),2012,https://www.bailii.org/ew/cases/EWCA/Civ/2012/1884.html,1,ml
Novartis AG v Generics (UK) Ltd (t/a Mylan) [2012] EWCA Civ 1623 (12 December 2012),2012,https://www.bailii.org/ew/cases/EWCA/Civ/2012/1623.html,0,ml
Helena Partnerships Ltd v HM Revenue and Customs & Anor [2012] EWCA Civ 569 (09 May 2012),2012,https://www.bailii.org/ew/cases/EWCA/Civ/2012/569.html,0,ml
"Southern Landlords Association, R (on the application of) v Thanet District Council [2012] EWHC 3187 (Admin) (13 November 2012)",2012,https://www.bailii.org/ew/cases/EWHC/Admin/2012/3187.html,0,ml
"The Badger Trust, R (On the Application Of) v Royal Society for the Prevention of Cruelty To Animals [2012] EWHC 1904 (Admin) (12 July 2012)",2012,https://www.bailii.org/ew/cases/EWHC/Admin/2012/1904.html,1,ml
Eaton v Natural England & Anor [2012] EWHC 2401 (Admin) (23 August 2012),2012,https://www.bailii.org/ew/cases/EWHC/Admin/2012/2401.html,1,ml
Parkingeye Ltd v Somerfield Stores Ltd [2012] EWCA Civ 1338 (17 October 2012),2012,https://www.bailii.org/ew/cases/EWCA/Civ/2012/1338.html,0,ml
Elliott & Anor v Secretary of State for Communities and Local Government & Ors [2012] EWHC 1574 (Admin) (12 June 2012),2012,https://www.bailii.org/ew/cases/EWHC/Admin/2012/1574.html,1,ml
"Rees, R (on the application of) v Snaresbrook Crown Court [2012] EWHC 3879 (Admin) (07 November 2012)",2012,https://www.bailii.org/ew/cases/EWHC/Admin/2012/3879.html,1,expert
"William Hill Organization Ltd, R (on the application of) v The Horserace Betting Levy Board & Ors [2012] EWHC 2039 (Admin) (20 July 2012)",2012,https://www.bailii.org/ew/cases/EWHC/Admin/2012/2039.html,0,expert
"Hicks & Ors, R (on the application of) v Commissioner of Police for the Metropolis [2012] EWHC 1947 (Admin) (18 July 2012)",2012,https://www.bailii.org/ew/cases/EWHC/Admin/2012/1947.html,0,ml
"Irfan, R (on the application of) v Secretary of State for the Home Department [2012] EWHC 840 (Admin) (20 March 2012)",2012,https://www.bailii.org/ew/cases/EWHC/Admin/2012/840.html,0,expert
"Gujra, R (on the application of) v Crown Prosecution Service [2012] UKSC 52 (14 November 2012)",2012,https://www.bailii.org/uk/cases/UKSC/2012/52.html,0,expert
Assange v The Swedish Prosecution Authority (Rev 1) [2012] UKSC 22 (30 May 2012),2012,https://www.bailii.org/uk/cases/UKSC/2012/22.html,0,ml
Generics [uk] Ltd (t/a Mylan) v Yeda Research and Development Co Ltd & Anor [2012] EWHC 1848 (Pat) (11 July 2012),2012,https://www.bailii.org/ew/cases/EWHC/Patents/2012/1848.html,0,ml
"Gallastegui, R (on the application of) v Westminster City Council & Ors [2012] EWHC 1123 (Admin) (27 April 2012)",2012,https://www.bailii.org/ew/cases/EWHC/Admin/2012/1123.html,0,ml
"Long, R (on the application of) v Optimisation Developments Ltd [2012] EWHC 3131 (Admin) (08 November 2012)",2012,https://www.bailii.org/ew/cases/EWHC/Admin/2012/3131.html,0,ml
Compton v Secretary of State for Communities and Local Government & Anor [2012] EWHC 351 (Admin) (24 February 2012),2012,https://www.bailii.org/ew/cases/EWHC/Admin/2012/351.html,0,ml
"Ministry of Justice, Lithuania v Bucnys [2012] EWHC 2771 (Admin) (12 October 2012)",2012,https://www.bailii.org/ew/cases/EWHC/Admin/2012/2771.html,1,ml
"Khan, R (On the Application Of) v The Secretary of State for Foreign And Commonwealth Affairs [2012] EWHC 3728 (Admin) (21 December 2012)",2012,https://www.bailii.org/ew/cases/EWHC/Admin/2012/3728.html,0,ml
Catt v The Commissioner of Police of the Metropolis [2012] EWHC 1471 (Admin) (30 May 2012),2012,https://www.bailii.org/ew/cases/EWHC/Admin/2012/1471.html,0,ml
"Chen, R (On the Application Of) v Secretary of State for the Home Department [2012] EWHC 2531 (Admin) (14 September 2012)",2012,https://www.bailii.org/ew/cases/EWHC/Admin/2012/2531.html,0,ml
"Morris, R (On the Application Of) v Preston Crown Court & Anor [2012] EWHC 2134 (Admin) (15 June 2012)",2012,https://www.bailii.org/ew/cases/EWHC/Admin/2012/2134.html,0,ml
Teva UK Ltd & Ors v Astrazeneca AB [2012] EWHC 655 (Pat) (22 March 2012),2012,https://www.bailii.org/ew/cases/EWHC/Patents/2012/655.html,0,ml
Goldsmith v Patchcott [2012] EWCA Civ 183 (27 February 2012),2012,https://www.bailii.org/ew/cases/EWCA/Civ/2012/183.html,0,ml
Gedeon Richter Plc v Bayer Pharma AG [2012] EWCA Civ 235 (07 March 2012),2012,https://www.bailii.org/ew/cases/EWCA/Civ/2012/235.html,0,ml
The Law Society v Waddingham & Ors [2012] EWHC 1519 (Admin) (01 June 2012),2012,https://www.bailii.org/ew/cases/EWHC/Admin/2012/1519.html,0,ml
Shirt v Shirt [2012] EWCA Civ 1029 (27 March 2012),2012,https://www.bailii.org/ew/cases/EWCA/Civ/2012/1029.html,0,ml
Byrne & Anor v Poplar Housing and Regeneration Community Association Ltd [2012] EWCA Civ 832 (16 March 2012),2012,https://www.bailii.org/ew/cases/EWCA/Civ/2012/832.html,0,ml
"Elveden Farms Ltd, R (on the application of) v Secretary of State for Environment Food and Rural Affairs [2012] EWHC 644 (Admin) (25 January 2012)",2012,https://www.bailii.org/ew/cases/EWHC/Admin/2012/644.html,0,ml
Woodland v Essex County Council [2012] EWCA Civ 239 (09 March 2012),2012,https://www.bailii.org/ew/cases/EWCA/Civ/2012/239.html,0,ml
Black & Anor v Wilkinson [2013] EWCA Civ 820 (09 July 2013),2013,https://www.bailii.org/ew/cases/EWCA/Civ/2013/820.html,0,ml
Hospira UK Ltd & Anor v Novartis AG [2013] EWHC 516 (Pat) (15 March 2013),2013,https://www.bailii.org/ew/cases/EWHC/Patents/2013/516.html,0,ml
MF (Nigeria) v Secretary of State for the Home Department [2013] EWCA Civ 1192 (08 October 2013),2013,https://www.bailii.org/ew/cases/EWCA/Civ/2013/1192.html,0,ml
Walker & Anor v Burton & Anor [2013] EWCA Civ 1228 (14 October 2013),2013,https://www.bailii.org/ew/cases/EWCA/Civ/2013/1228.html,0,ml
Gilman v UPS Ltd & Anor [2013] EWHC 2341 (TCC) (30 July 2013),2013,https://www.bailii.org/ew/cases/EWHC/TCC/2013/2341.html,0,ml
Eli Lilly & Company v Janssen Alzheimer Immunotherapy [2013] EWHC 1737 (Pat) (25 June 2013),2013,https://www.bailii.org/ew/cases/EWHC/Patents/2013/1737.html,0,ml
"Glaxosmithkline Biologicals SA v Comptroller-General of Patents, Designs and Trade Marks [2013] EWHC 619 (Pat) (21 March 2013)",2013,https://www.bailii.org/ew/cases/EWHC/Patents/2013/619.html,0,ml
Glenmark Generics (Europe) Ltd & Anor (t/a Mylan) v The Wellcome Foundation Ltd & Anor [2013] EWHC 148 (Pat) (07 February 2013),2013,https://www.bailii.org/ew/cases/EWHC/Patents/2013/148.html,0,ml
Norbrook Laboratories Ltd & Ors v Carlisle City Council [2013] EWHC 1113 (Admin) (08 May 2013),2013,https://www.bailii.org/ew/cases/EWHC/Admin/2013/1113.html,0,expert
Lundy v The Queen (New Zealand) [2013] UKPC 28 (7 October 2013),2013,https://www.bailii.org/uk/cases/UKPC/2013/28.html,0,ml
Hayes v Willoughby [2013] UKSC 17 (20 March 2013),2013,https://www.bailii.org/uk/cases/UKSC/2013/17.html,0,ml
Lancashire County Council v R [2013] EWHC 3064 (Fam) (11 October 2013),2013,https://www.bailii.org/ew/cases/EWHC/Fam/2013/3064.html,0,ml
The Vegetarian Society & Anor v Scott [2013] EWHC 4097 (Ch) (07 November 2013),2013,https://www.bailii.org/ew/cases/EWHC/Ch/2013/4097.html,0,ml
"Newby Foods Ltd, R (on the application of) v Food Standards Agency (No. 2) [2013] EWHC 2132 (Admin) (26 July 2013)",2013,https://www.bailii.org/ew/cases/EWHC/Admin/2013/2132.html,0,expert
"Gate (oao on balhalf of Transport Solutions FOP Lancaster and Morecambe), R (on the application of) v Secretary of State for Transport & Anor [2013] EWHC 2937 (Admin) (04 October 2013)",2013,https://www.bailii.org/ew/cases/EWHC/Admin/2013/2937.html,1,expert
Sky Blue Sports & Leisure Ltd & Ors v Coventry City Council & Ors [2013] EWHC 3366 (Admin) (01 November 2013),2013,https://www.bailii.org/ew/cases/EWHC/Admin/2013/3366.html,0,expert
Arnold v Britton & Ors [2013] EWCA Civ 902 (22 July 2013),2013,https://www.bailii.org/ew/cases/EWCA/Civ/2013/902.html,0,ml
"London Christian Radio Ltd & Anor, R (on the application of) v Radio Advertising Clearance Centre [2013] EWCA Civ 1495 (19 November 2013)",2013,https://www.bailii.org/ew/cases/EWCA/Civ/2013/1495.html,0,ml
Generics [UK] Ltd (t/a Mylan) v Yeda Research and Development Co Ltd & Anor [2013] EWCA Civ 925 (29 July 2013),2013,https://www.bailii.org/ew/cases/EWCA/Civ/2013/925.html,0,ml
"Bickford -Smith, R (on the application of) v Secretary of State for Environment, Food and Rural Affairs [2013] EWHC 3371 (Admin) (04 November 2013)",2013,https://www.bailii.org/ew/cases/EWHC/Admin/2013/3371.html,0,expert
Wright v Michael Wright Supplies Ltd & Anor [2013] EWCA Civ 234 (27 March 2013),2013,https://www.bailii.org/ew/cases/EWCA/Civ/2013/234.html,0,ml
Arshad v Court of Magistrates Malta [2013] EWHC 3619 (Admin) (20 November 2013),2013,https://www.bailii.org/ew/cases/EWHC/Admin/2013/3619.html,0,ml
"Patterson, R (on the application of) v RSPCA [2013] EWHC 4531 (Admin) (14 November 2013)",2013,https://www.bailii.org/ew/cases/EWHC/Admin/2013/4531.html,1,ml
"Newby Foods Ltd, R (on the application of) v Food Standards Agency & Ors [2013] EWHC 3184 (Admin) (24 October 2013)",2013,https://www.bailii.org/ew/cases/EWHC/Admin/2013/3184.html,0,ml
